measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1991,119926.25914558291,135837.70028068867,106766.0218320546
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1991,63.69237571125247,72.14288099762499,56.70302420980222
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1991,27214.791009283315,31218.497173128977,23366.485629423285
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1991,39.28850878495092,45.06844090851407,33.7329202936695
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,1,Number,1991,431694.62510329054,485068.92652332934,382239.82820232847
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,3,Rate,1991,623.2139745258831,700.2675410778559,551.8187827774473
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1990,120945.58116168513,139598.8550010294,105924.98847814616
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1990,65.2428330865316,75.30514722755649,57.140130929907706
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,1,Number,1992,113783.61171382593,121666.88593062531,105781.73264367561
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,3,Rate,1992,1044.061947263652,1116.3977301205482,970.6378634442563
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1990,7481.554709443178,9115.948071119245,6078.599305016178
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1990,180.20763351015418,219.57514084931634,146.41475446685047
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1994,39176.31155845651,48588.663366332024,30525.384270556056
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1994,90.18210434928665,111.84891419286933,70.26805944918358
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1991,11039.438143135223,13082.696752458987,9016.399566715096
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1991,103.79784363809121,123.00949507296558,84.77631019531701
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1993,9952.882066001615,11783.765400138991,8284.671583183856
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1993,16.848994754137493,19.94845313089201,14.024921336267159
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1993,1044.3513299974106,1222.696233350319,864.011978970558
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1993,125.4162653337949,146.8337242648749,103.7592929636211
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,1,Number,1990,1373815.2172441985,1443894.5217991218,1306586.6083366058
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,3,Rate,1990,741.0902990376901,778.8938494111816,704.824526717044
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,1,Number,1992,7783.486970610265,8489.608070901038,7132.0979573247805
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,3,Rate,1992,951.5394969112441,1037.8635466676237,871.9065025559411
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,1,Number,1992,3383064.7168568945,3532959.50321861,3245471.590522828
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,3,Rate,1992,699.8333768244986,730.8411710251864,671.370349868375
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,1,Number,1993,3395527.723390647,3532018.174803655,3259907.841539059
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,3,Rate,1993,690.6423832258373,718.4042212465023,663.0576170142222
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1992,25965.37143076987,29787.452170026838,22256.59095559055
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1992,36.78289661684408,42.19730792492649,31.52898799640245
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,1,Number,1993,7788.968345250228,8472.776035276274,7148.707402388276
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,3,Rate,1993,935.3780596677682,1017.4965998814423,858.4890530793064
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,1,Number,1994,515617.1061415631,582095.5660197118,450420.4311680307
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,3,Rate,1994,1186.9273502420458,1339.957770085565,1036.8475415056762
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1992,255147.7025630088,281924.7812915882,235934.77449997506
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1992,52.78080474900833,58.320011059411954,48.80634683868765
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1993,250467.03159568016,275754.48129607365,231236.15272403334
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1993,50.944407383017,56.08781540365419,47.0328916784187
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,1,Number,1990,516578.20224700065,587502.682850388,451383.9687183188
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,3,Rate,1990,1256.76642486959,1429.3163031570054,1098.157479626527
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,1,Number,1994,354505.95715053636,381273.6661803961,329731.9373469732
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,3,Rate,1994,593.881858449775,638.7241423788581,552.3794785166666
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,1,Number,1991,1365954.3488083687,1438894.1424973614,1301233.4813778712
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,3,Rate,1991,725.453109340367,764.1911536772709,691.0801051783909
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,1,Number,1991,83334.82259920782,83975.97135087682,82727.96114392004
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,3,Rate,1991,457.75455469284475,461.27635688979217,454.421091123101
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,1,Number,1992,58670.40853387312,64683.352508115386,52646.222865439995
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,3,Rate,1992,1334.2087679357335,1470.9475903168423,1197.214301059713
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1992,10893.084104762993,12907.412109696621,8879.050762067809
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1992,99.95336262246313,118.43654475723396,81.47288426573016
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1990,40396.035399987406,52575.079130678874,30600.253318885712
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1990,98.27820989681028,127.90821205557893,74.44636803566
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1994,9466.879717712398,11093.523107961648,7906.842352520389
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1994,15.859276852964465,18.58429170857112,13.245842943029066
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,1,Number,1995,114829.10237818275,122756.00790144314,106967.46497011669
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,3,Rate,1995,994.0067194465498,1062.625189776385,925.9532360732037
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1991,3768.9015243514687,4344.832353534354,3226.643498427427
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1991,20.702412090778175,23.865975077099268,17.72381234767577
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1995,10245.519388380217,12238.709504031645,8412.17464200542
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1995,88.689320959151,105.94317322359568,72.81915425736172
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,1,Number,1994,427455.8757827155,483220.6476830272,382330.35259186476
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,3,Rate,1994,583.762358231717,659.9184636804288,522.1359230210769
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,1,Number,1991,369282.76401057537,391924.04519256117,348562.3518819533
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,3,Rate,1991,569.7264594505423,604.6572448063071,537.7591753233635
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,1,Number,1992,85038.23888486126,85701.16364092677,84398.57006952896
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,3,Rate,1992,452.50571813860944,456.0332752323237,449.1019106227372
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,1,Number,1990,303768.20032761665,325896.0672840175,282060.5584515218
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,3,Rate,1990,534.0892019675164,572.9947055430763,495.9225435954546
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1992,3810.278018223385,4344.804793838026,3299.4080808905965
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1992,20.27526220619877,23.1195876018753,17.55681964553852
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,1,Number,1995,99563.24044338368,100472.98974316503,98653.65537775768
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,3,Rate,1995,481.3918884303623,485.79055938029904,476.9940115585381
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,1,Number,1995,1361558.138524078,1431408.3206794295,1288696.648311475
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,3,Rate,1995,681.9648796340193,716.9508047430455,645.4706778831812
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1995,113137.9609181503,128893.2792647492,98843.8688112614
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1995,56.667514751313995,64.55889557143892,49.5080196645166
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1995,3388.4378824823084,3766.1575760012124,3024.034902395001
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1995,16.383220391512786,18.20950884647524,14.62131873029041
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,1,Number,1995,383405.73477727966,406119.6940051521,361001.0418577408
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,3,Rate,1995,537.500687515622,569.3436350611914,506.0913037858145
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,20865.559563481747,23817.150787084887,18241.621517746786
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,27.53814248701726,31.433621035374433,24.075097100637116
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,1,Number,1996,3481334.5108139343,3629176.8262340794,3340602.902011869
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,3,Rate,1996,674.9169280500654,703.5787188228936,647.633670782718
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,236434.50203971218,263482.0174108063,214708.96732304466
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,45.83691894760814,51.08054777125087,41.62504815332763
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,1,Number,1997,3488154.6791929537,3644734.306375841,3341567.096832907
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,3,Rate,1997,666.0700787412437,695.9692702045975,638.0788881247678
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,1,Number,1996,114637.62285323442,122852.46557663802,106477.04560899996
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,3,Rate,1996,975.3289459137139,1045.2202581622403,905.8993205990257
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,1,Number,1995,426928.03021156904,482115.6472592331,381411.05170168827
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,3,Rate,1995,572.9817185978957,647.0492274602741,511.8932101693195
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,231165.32331013356,256960.83679652284,208530.22429449437
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,44.14147859264375,49.06718323571462,39.81926138318477
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,9911.948415764004,11790.055202288333,8144.708618950639
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,84.33016979665553,100.30897210276497,69.29461615115251
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,1,Number,1996,57951.0278292678,63868.04034992809,52108.0387010688
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,3,Rate,1996,1189.0230016139978,1310.4266117213222,1069.1381827963348
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1995,22094.016955539115,25337.50624646908,19236.214224617896
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1995,29.652463436617943,34.00556263989565,25.816995619324356
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,1,Number,1997,57419.92130371194,63000.761672519875,51816.17255519877
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,294,All causes,3,Rate,1997,1149.3432504249747,1261.051888541376,1037.17606776524
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,1,Number,1996,98466.43427004755,99418.88776945151,97502.87476173221
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,3,Rate,1996,461.59776924524414,466.0627467159316,457.0807282569049
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,3016.437674397455,3337.2923852446465,2715.334532910542
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,14.1406654144754,15.644790346761527,12.729133256807204
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,7379.238476630949,8792.731342703011,6103.493362812144
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,147.70619227309479,175.9993081161281,122.17029806532106
1,Deaths,16,Philippines,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,31704.489081876232,35784.34269914225,27677.24895950775
1,Deaths,16,Philippines,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,43.42625655484882,49.01451156290381,37.91006727609049
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,7893.495965072592,9289.178646980114,6559.020970495954
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,12.864283456859404,15.138872272174355,10.689446772038586
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,1,Number,1997,509417.2551493147,572963.4878488191,447768.0151578024
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,3,Rate,1997,1132.4247586630167,1273.6868115308305,995.3796840930854
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,1,Number,1996,389525.10326931044,412052.29562093725,366273.13976857864
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,3,Rate,1996,533.5401250416862,564.3960594172826,501.6914574987682
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,1,Number,1996,7074.411160252944,7727.894729745947,6440.62007379972
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,3,Rate,1996,813.8926319494077,889.0742195419701,740.9766133897738
1,Deaths,16,Philippines,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,31583.83235921728,36137.70312927816,27338.7343842499
1,Deaths,16,Philippines,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,42.28290745850587,48.37940943326651,36.59977557044496
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,37855.40371624833,46806.56352304942,30073.744925292212
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,84.1518342461688,104.05009030543756,66.85335644772165
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1996,996.034721982753,1157.5075931378024,847.3472436914244
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1996,114.59120809124066,133.16824257733228,97.48509985083079
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,1,Number,1997,7392.3898340687165,8045.188372448076,6751.878134042458
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,294,All causes,3,Rate,1997,840.1161743786818,914.3041735255581,767.3245263258526
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1997,975.4409480457787,1124.454992090953,824.5707546949794
1,Deaths,19,Timor-Leste,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1997,110.8550463380387,127.78990927437631,93.70923929719393
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,1,Number,1997,368975.2187610461,427247.7033449562,321308.4458129296
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,3,Rate,1997,601.3307441597136,696.2992806282047,523.6466759861648
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,1,Number,1998,1393161.4080567958,1467219.1245186431,1322193.8484999158
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,3,Rate,1998,669.6495857825007,705.2468388113858,635.5376755713612
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1998,107346.95770477207,122432.31550160254,94021.71642290916
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1998,51.59836135733807,58.84942612385249,45.19333014326087
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1998,7282.425808086601,8643.590480063465,6029.2216700805175
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1998,142.28102846323205,168.87490178791904,117.7964434734493
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,1,Number,1998,507500.0326590494,568865.6776886713,447844.72523293033
1,Deaths,15,Myanmar,3,Both,22,All Ages,294,All causes,3,Rate,1998,1116.1513428837584,1251.1135945074047,984.9506587282557
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1998,37492.482287086124,45979.55535311121,29895.047208782376
1,Deaths,15,Myanmar,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1998,82.45769804884057,101.12342689650855,65.74856145885758
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,1,Number,1998,377253.4434631832,434260.7750165842,326591.18230259145
1,Deaths,18,Thailand,3,Both,22,All Ages,294,All causes,3,Rate,1998,610.1510204639325,702.3518528855654,528.2123903950401
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1998,7493.026776781226,8916.57455728622,6228.966872518415
1,Deaths,18,Thailand,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1998,12.11885010842269,14.42122572885636,10.074422273826226
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1999,2846.667999385605,3090.855598781909,2623.85782550256
1,Deaths,13,Malaysia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1999,12.256917823341219,13.308318035773947,11.297562537765849
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,1,Number,1998,431569.0833490799,478086.9564668848,393735.26381239435
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,3,Rate,1998,552.1887642053164,611.707964865025,503.78073207056053
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,1,Number,1999,405285.65889143205,428309.30375423265,383306.57061215973
1,Deaths,16,Philippines,3,Both,22,All Ages,294,All causes,3,Rate,1999,518.8306498628526,548.3046082038712,490.6938914921781
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,1,Number,1999,434832.74304877024,479923.4070320111,399712.9944568249
1,Deaths,20,Viet Nam,3,Both,22,All Ages,294,All causes,3,Rate,1999,548.5825913050886,605.4687243919404,504.2757101041211
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1999,17570.211339825142,20154.37350204116,15195.032652426245
1,Deaths,20,Viet Nam,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1999,22.16648175801755,25.42664649483464,19.16996942085959
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,1,Number,1999,1410596.2777829543,1489742.3407750414,1335115.5782358136
1,Deaths,11,Indonesia,3,Both,22,All Ages,294,All causes,3,Rate,1999,669.058245936592,706.5979211167215,633.2570849407255
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,1,Number,1999,112581.07628257449,121064.57811624136,103702.14737142391
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,3,Rate,1999,907.9172579615946,976.3329986621237,836.3125704170025
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1999,105398.08327416857,119842.28880837967,92100.8894482534
1,Deaths,11,Indonesia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1999,49.991239755238084,56.842253734840966,43.684263537330715
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,1,Number,1999,8975.902681237969,10460.423814632168,7533.330745766515
1,Deaths,10,Cambodia,3,Both,22,All Ages,962,Maternal and neonatal disorders,3,Rate,1999,72.38673868799283,84.35875389092372,60.753025462706184
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,1,Number,1999,108572.72477387777,109283.578314046,107896.2877785625
1,Deaths,13,Malaysia,3,Both,22,All Ages,294,All causes,3,Rate,1999,467.4823216816583,470.5430486186081,464.56978229665185
1,Deaths,9,Southeast Asia,3,Both,22,All Ages,294,All causes,1,Number,1990,3379456.8436821033,3539551.121590721,3229250.1733792406
